InvoiceNo,ItemNo,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,ProjectCode
SO2010200,I2L0010619,LINER                             1C6300A3435,1,06/03/2021,20800,CUST055,PA201244
SO2010200,I2L0010620,LINER                             1C6300A3436,1,06/03/2021,16000,CUST055,PA201244
SO2010200,I2L0010621,LINER                             1C6300A3437,1,06/03/2021,15000,CUST055,PA201244
SO2010200,I2L0010622,LINER                             1C6300A3438,2,06/03/2021,17000,CUST055,PA201244
SO2010200,I2S0060072,SPACER                           1C6320A2789,2,06/03/2021,3000,CUST055,PA201244
SO2010200,I2S0060073,SPACER                           1C6320A2790,4,06/03/2021,2400,CUST055,PA201244
SO2010200,I2S0060074,SPACER                           1C6320A2791,2,06/03/2021,4200,CUST055,PA201244
SO2010200,I2L0010629,SPACER                           1C6320A2606,2,06/03/2021,2500,CUST055,PA201244
SO2010200,I2S0060067,SPACER                           1C6320A2783,2,06/03/2021,2900,CUST055,PA201244
SO2010200,I2S0060068,SPACER                           1C6320A2784,1,06/03/2021,2500,CUST055,PA201244
SO2010200,I2S0060069,SPACER                           1C6320A2785,1,06/03/2021,2500,CUST055,PA201244
SO2010200,I2S0060070,SPACER                           1C6320A2786,2,06/03/2021,2600,CUST055,PA201244
SO2010200,I2S0060071,SPACER                           1C6320A2787,2,06/03/2021,2500,CUST055,PA201244
SO2010200,I2L0010623,LINER                             1C6300A3439,2,06/03/2021,16800,CUST055,PA201244
SO2010200,I2L0010624,LINER                             1C6300A3440,2,06/03/2021,14000,CUST055,PA201244
SO2010200,I2L0010625,LINER                             1C6300A3442,2,06/03/2021,27000,CUST055,PA201244
SO2010200,I2L0010626,LINER                             1C6300A3443,2,06/03/2021,16800,CUST055,PA201244
SO2010200,I2L0010627,LINER                             1C6300A3444,2,06/03/2021,18000,CUST055,PA201244
SO2010200,I2L0010628,LINER                              1C6300A3445,1,06/03/2021,6100,CUST055,PA201244
SO2011154,I2B0050026,BUSH               1F1610A2007,4,06/03/2021,114000,CUST055,PA201371
SO2011155,I2S0030048,SEAL  KIT FOR CJT210-TC63A1750B-BDCC-H-VU,1,06/03/2021,25000,CUST055,PA201372
SO2011175,I200002689,GUIDE    1C2710A2044,4,06/03/2021,46600,CUST054,PA201388
SO2011175,I200002692,ROD       1C3530A2022,2,06/03/2021,14100,CUST054,PA201388
SO2012181,I2L0010600,LINER    1B6300A2009,4,06/03/2021,1500,CUST054,PA201567
SO2012181,I2L0010601,LINER    1C6300A2368,8,06/03/2021,3000,CUST054,PA201567
SO2012181,I2L0010602,LINER    1C6300A2436,8,06/03/2021,1300,CUST054,PA201567
SO2012181,I200000043,HEX SOCKET FLAT BOLT    9*B15C12X025(M12X25),76,06/03/2021,40,CUST054,PA201567
SO2103027,I2D0010002,DIAPHRAGM VALVE     WWDO-3-CCR,1,06/03/2021,61600,CUST054,PA210409
SO2103041,I100001831,STAINLESS STEEL CUT WIRE     SUS201 CCW(0.3MM),100,06/03/2021,215,CUSS032,SS210090
SO2103041,I100002867,STAINLESS STEEL CUT WIRE     SUS201 CCW(0.6MM),500,06/03/2021,215,CUSS032,SS210090
SO2103046,I100013656,ROLLER BEARING     24034EW33C3,2,06/03/2021,20800,CUST055,PA210418
SO2103068,I1C0160001,CALCIUM CARBONATE,250,06/03/2021,18,CUST007,PC210434
SO2103079,I1S0110021,STEEL SHOT     SAE-S70(SB-2PH),500,08/03/2021,55,CUST027,SS210092
SO2103091,I1C0160001,CALCIUM CARBONATE,250,08/03/2021,18,CUST007,PC210451
SO2103095,I2S0170001,SIDE PLATE     X-30 244,1,08/03/2021,90000,CUST133,PB210453
SO2103100,I1C0160001,CALCIUM CARBONATE (25KGS/PACK),250,08/03/2021,18,CUSH010,PC210458
SO2011176,I2P0040162,PULLEY             A2 24511A,1,09/03/2021,95500,CUST008,PB201389
SO2011209,I2C0070006,FRONT COVER             3A6170A0016,1,09/03/2021,13300,CUSN012,PB201412
SO2011209,I2R0040045,DOOR SEAL (SPONGE)             3B7590G2492,1,09/03/2021,2400,CUSN012,PB201412
SO2011209,I2R0040048,LATEX SPONGE            15(KAKU)X1500L,3,09/03/2021,1300,CUSN012,PB201412
SO2011209,I2R0040048,LATEX SPONGE            15(KAKU)X500L,2,09/03/2021,850,CUSN012,PB201412
SO2011209,I2S0090001,STOPPER                        3A4520A0002,2,09/03/2021,3500,CUSN012,PB201412
SO2012025,I200005572,CHAIN RAIL          BLA B0014,2,09/03/2021,11000,CUSO007,PB201466
SO2012025,I200005573,CHAIN RAIL          BLA B0015,2,09/03/2021,8300,CUSO007,PB201466
SO2012188,I2A0010002,ALUMINA BALL     V-6,160,09/03/2021,500,CUSS004,SS200405
SO2012221,I2V0010088,ELECTRO PNEUMATIC REGULATOR   VY1901-20-GN-X51,1,09/03/2021,38000,CUSI006,PA201594
SO2102081,I1S0110011,STEEL SHOT          S-550,3000,09/03/2021,25,CUST024,SS210055
SO2102229,I1S0110005,STEEL SHOT          SAE-S70(SB-2),600,09/03/2021,48,CUSA006,SS210075
SO2102229,I1G0050001,STEEL  GRIT           G-120 (GH-1),200,09/03/2021,45,CUSA006,SS210075
SO2102236,I1C0160001,CALCIUM CARBONATE,250,09/03/2021,15,CUSA006,PC210354
SO2102284,I1S0110003,BRITE SHOT       AZ-8S,40,09/03/2021,252,CUST009,SZ210085
SO2102284,I1S0110003,BRITE SHOT       AZ-8S,60,09/03/2021,252,CUST009,SZ210085
SO2103025,I1C0160001,CALCIUM CARBONATE,3000,09/03/2021,10,CUST044,PC210407
SO2103114,I2L0010032,LINER                   SCB T1579,2,09/03/2021,17500,CUSN002,PB210468
SO2103114,I2L0010033,LINER                   SCB T1580,2,09/03/2021,6000,CUSN002,PB210468
SO2103114,I200002669,LINER                    SCB T4712A,2,09/03/2021,6600,CUSN002,PB210468
SO2103114,I200002670,LINER                    SCB T4713A,2,09/03/2021,6600,CUSN002,PB210468
SO2103080,I1S0110003,BRITE SHOT     AZ-8S,600,10/03/2021,225,CUSK007,SZ210093
SO2103083,I2N0030006,NYLON VENT     DIA.25X7H(SLIT:0.40MM.)(WHITE),800,10/03/2021,45,CUST055,PA210443
SO2103102,I1S0110008,STEEL SHOT   S-460,100,10/03/2021,28,CUSU005,SS210094
SO2103126,I2V0010015,PROPORTIONAL VALVE,1,10/03/2021,83500,CUST055,PA210478
SO2103127,I2V0010074,SWITCHING VALVE     M-3SED1 0UK1X/350CG96N9K4,2,10/03/2021,35625,CUSI003,PA210479
SO2103117,I2L0010015,END LINER      3A7520A0054,2,11/03/2021,9900,CUST008,PB210471
SO2103129,I100003119,STAINLESS STEEL CUT WIRE  ,500,11/03/2021,187,CUSA013,SS210097
SO2103131,I1S0110016,ADVANCE SHOT       AD-4,1200,11/03/2021,250,CUSY003,SZ210099
SO2103132,I1C0160001,CALCIUM CARBONATE,300,11/03/2021,18,CUSY003,PC210481
SO2103144,I2V0010116,DIRECTION VALVE   M-3SED6UK1X/350CG96N9K4,2,11/03/2021,25650,CUSI003,PA210487
SO2012074,I1G0050004,STEEL GRIT           G-80S,2500,12/03/2021,43,CUSS017,SS200383
SO2103128,I2L0010048,END LINER     WA 2023D,10,12/03/2021,7500,CUSO001,PB210480
SO2103135,I1S0110017,ADVANCE SHOT   AD-6,200,12/03/2021,235,CUSA013,SZ210100
SO2103154,I2S0170003,SIDE PLATE      X-30 267,1,12/03/2021,241000,CUSN002,PB210493
SO2008139,I2F0010041,FILTER ELEMENT        FOR 1100432504,6,15/03/2021,1300,CUSP014,PA200938
SO2008139,I200004844,STAINER              9K76A000690(MSF-20),1,15/03/2021,7500,CUSP014,PA200938
SO2008139,I200004845,OIL CLEANER ELEMENT    ,1,15/03/2021,1400,CUSP014,PA200938
SO2008139,I2F0010026,ELEMENT FOR RETURN FILTER   ,1,15/03/2021,5600,CUSP014,PA200938
SO2011263,I200000738,MOTOR BASE        VSS92002 0002A,1,15/03/2021,41000,CUSS006,PA201453
SO2011263,I100001639,BRACKET               VSS 5208,1,15/03/2021,12000,CUSS006,PA201453
SO2012034,I2C0250001,CHAMBER MIXING        AB-B C2653,1,15/03/2021,23750,CUSE008,PB201472
SO2012034,I2B0020085,FLAT HEAD WOODEN SCREW    M2.4x10,20,15/03/2021,33,CUSE008,PB201472
SO2012099,I2L0011087,LINER    45 082A,2,15/03/2021,10000,CUSI001,PB201522
SO2012235,I2B0010007,HEXAGON BELT    AA-140,2,15/03/2021,4200,CUSM020,PB201603
SO2012262,I2S0110003,PLASTIC SHOT               PSU80 (RESIN SHOT),40,15/03/2021,680,CUSB004,SS200420
SO2012268,I2E0050253,PARTS FOR REPLACEMENT OF THE BUSHING ,1,15/03/2021,385000,CUSK013,PA201624
SO2101029,I2C0060008,CAGE              WA 1718C,4,15/03/2021,1995,CUSS018,PB210018
SO2101029,I2L0010049,LINER              WA 2024E,2,15/03/2021,4370,CUSS018,PB210018
SO2101029,I2L0010056,LINER              WA 2591C,4,15/03/2021,7125,CUSS018,PB210018
SO2101036,I2D0020004,DISTRIBUTOR     WA 1730,4,15/03/2021,1900,CUSS018,PB210024
SO2101036,I2L0010048,END LINER           WA 2023,3,15/03/2021,7125,CUSS018,PB210024
SO2101064,I2S0060152,SPACER              2N6320A2063,1,15/03/2021,2058,CUSS006,PA210042
SO2101064,I2S0060152,SPACER              2N6320A2063,2,15/03/2021,2058,CUSS006,PA210042
SO2101065,I2L0010309,LINER          CC92025 0006,1,15/03/2021,3100,CUSS006,PA210043
SO2101070,I2S0110003,PLASTIC SHOT              PSU80 (RESIN SHOT),40,15/03/2021,680,CUSB004,SS210012
SO2101071,I2S0110003,PLASTIC SHOT            PSU80 (RESIN SHOT),40,15/03/2021,680,CUSB004,SS210012
SO2101204,I2L0010013,LINER           3A7520A0041,3,15/03/2021,2940,CUSS006,PB210130
SO2102157,I1S0110006,STEEL SHOT        SAE-S170(SB-5),3000,15/03/2021,27,CUSK047,SS210065
SO2102157,I1S0110006,STEEL SHOT        SAE-S170(SB-5),3000,15/03/2021,27,CUSK047,SS210065
SO2102157,I1S0110006,STEEL SHOT        SAE-S170(SB-5),3000,15/03/2021,27,CUSK047,SS210065
SO2102157,I1S0110006,STEEL SHOT        SAE-S170(SB-5),3000,15/03/2021,27,CUSK047,SS210065
SO2102157,I1S0110012,STEEL SHOT        S-230,4000,15/03/2021,26,CUSK047,SS210065
SO2102157,I1S0110012,STEEL SHOT        S-230,4000,15/03/2021,26,CUSK047,SS210065
SO2102157,I1S0110012,STEEL SHOT        S-230,4000,15/03/2021,26,CUSK047,SS210065
SO2102157,I1S0110012,STEEL SHOT        S-230,4000,15/03/2021,26,CUSK047,SS210065
SO2103064,I2C0060004,CONTROL CAGE   WA 1661F,2,15/03/2021,2100,CUSS006,PB210430
SO2103139,I2B0060004,BLADE                      WA 2067,3,15/03/2021,4560,CUSS018,PB210485
SO2103139,I2D0020004,DISTRIBUTOR           WA 1730,3,15/03/2021,1900,CUSS018,PB210485
SO2103139,I2C0060008,CONTROL CAGE       WA 1718,3,15/03/2021,1995,CUSS018,PB210485
SO2103142,I2B0020005,CENTERING BOLT     M16X35(9*B04C16X035H)(12.9),2,15/03/2021,160,CUSS006,PB210486
SO2103142,I2C0060004,CONTROL CAGE        WA 1661F,3,15/03/2021,2100,CUSS006,PB210486
SO2103152,I1C0160001,CALCIUM CARBONATE,100,15/03/2021,18,CUSK007,PC210491
SO2103167,I100005085,STAINLESS STEEL CUT WIRE   SUS201 AS CUT(0.4MM),200,15/03/2021,196,CUSA042,SS210104
SO2103168,I2L0010050,SIDE LINER     WA 2025D,4,15/03/2021,6300,CUSO001,PB210502
SO2103168,I2L0010048,END LINER     WA 2023D,4,15/03/2021,7500,CUSO001,PB210502
SO2103168,I2L0010049,LINER     WA 2024E,4,15/03/2021,4600,CUSO001,PB210502
SO2103170,I200005543,BEARING             60-MNR3519.80/205,1,15/03/2021,122000,CUSO001,PA210504
SO2103177,I2L0010016,TOP LINER     3A7520A0055,3,15/03/2021,4900,CUSS006,PB210508
SO1902065,I200000053,CONDUCTIVE BAG         HI-LEAKB(350WX900LXT0.05),320,16/03/2021,675,CUSS015,PC190204
SO2011174,I2S0200058,SCREEN          WE 2053A,2,16/03/2021,4000,CUSM001,PB201387
SO2011187,I2N0020006,NUT                    WZ8 0234A,15,16/03/2021,500,CUSE001,PB201396
SO2011187,I200004387,IMPELLER GATE ASS'Y      3B6C2JC2014(100V),1,16/03/2021,91000,CUSE001,PB201396
SO2011190,I200005593,BEARING               SB D1094B,1,16/03/2021,42000,CUSE001,PB201399
SO2011192,I2P0040034,V PULLEY(POWER SHEAVE)        WA 2957(he),3,16/03/2021,15000,CUSE001,PB201401
SO2011193,I2C0070012,"COVER               WA 2581C(i,ro,ha)",2,16/03/2021,8600,CUSE001,PB201402
SO2011193,I2L0010482,LINER                 SB D1013B,1,16/03/2021,43500,CUSE001,PB201402
SO2011241,I2S0030602,SEAL KIT FOR CJT210-CA80B315R-ACBB-H-VU,1,16/03/2021,13000,CUSM001,PA201434
SO2011241,I2W0020009,WEARING         9*S82V080(SW-80),1,16/03/2021,3000,CUSM001,PA201434
SO2011241,I200000030,WEARING         GR6500450-C380,4,16/03/2021,3500,CUSM001,PA201434
SO2012035,I2B0060012,BLADE                    WA 0149A,1,16/03/2021,5200,CUSE001,PB201473
SO2012035,I2I0010007,INLET TROUGH     WA 0161,2,16/03/2021,4000,CUSE001,PB201473
SO2012035,I2N0020007,NUT                        WZ8 0320,15,16/03/2021,500,CUSE001,PB201473
SO2012061,I2H0030087,RUBBER HOSE    NWP210-05-05-25(09+09)2500L,2,16/03/2021,6200,CUSM001,PA201496
SO2012061,I200002721,CABLE BEAR    8A2080A2045,1,16/03/2021,45200,CUSM001,PA201496
SO2012184,I2P0040120,"PULLEY   MY-B H3448 (i,ro)",6,16/03/2021,22000,CUSS015,PB201570
SO2012195,I200005413,LATEX SPONGE        60X50X2500L(9K90B00019510),4,16/03/2021,8500,CUSE001,PB201577
SO2012195,I200005414,LATEX SPONGE        60X50X2000L(9K90B00019520),2,16/03/2021,7200,CUSE001,PB201577
SO2012251,I2C0020001,CERMET     4x25x8539.22322,8,16/03/2021,5000,CUSM001,PA201614
SO2101018,I2F0010017,PILOT FILTER     4WRZ(VUP-172/0),7,16/03/2021,1000,CUSM001,PA210009
SO2101049,I2S0020004,SCREW     MIE 0073A,2,16/03/2021,14200,CUSM001,PA210030
SO2101079,I2N0030004,NYLON VENT        DIA.20X7H(SLIT 0.28MM.)WHITE,500,16/03/2021,48,CUST024,PA210053
SO2101080,I2S0020004,SCREW                 MIE 0073A,2,16/03/2021,19500,CUST024,PA210053
SO2101080,I2S0030086,SLIDE GATE SEAL      A15-0 B0008,2,16/03/2021,1980,CUST024,PA210053
SO2101099,I100013170,SHOT CABINET          TI017A2B150D NO.45,1,16/03/2021,1400,CUSE001,PB210064
SO2102061,I100012416,UP HOPPER    TI020A1A877,1,16/03/2021,130800,CUSM001,PA210233
SO2102061,I100012417,HOPPER    TI020A3A885,1,16/03/2021,10200,CUSM001,PA210233
SO2102200,I2D0010001,DIAPHRAGM RUBBER PACKING          WWDO-3CCR,4,16/03/2021,6365,CUSK001,PA210329
SO2102266,I1C0160001,CALCIUM CARBONATE,1000,16/03/2021,18,CUSB006,PC210377
SO2103008,I2B0060005,BLADE       WA 2075C,1,16/03/2021,4800,CUSE001,PB210395
SO2103008,I2D0020005,DISTRIBUTOR          WA 1802D,1,16/03/2021,2000,CUSE001,PB210395
SO2103008,I2C0060004,CONTROL CAGE      WA 1661F,1,16/03/2021,2100,CUSE001,PB210395
SO2103008,I2S0060001,SPACER         3A6320A0003,1,16/03/2021,5100,CUSE001,PB210395
SO2103008,I2S0090001,STOPPER       3A4520A0002,2,16/03/2021,3500,CUSE001,PB210395
SO2103008,I2L0010011,SIDE LINER    3A7520A0037,2,16/03/2021,21000,CUSE001,PB210395
SO2103008,I2L0010016,TOP LINER     3A7520A0055,1,16/03/2021,7200,CUSE001,PB210395
SO2103008,I2B0030004,BRACKET       3A6140A0010,2,16/03/2021,1000,CUSE001,PB210395
SO2103008,I2S0030010,SEAL       WA 1897C,1,16/03/2021,730,CUSE001,PB210395
SO2103008,I2S0030009,SEAL       WA 1896,1,16/03/2021,500,CUSE001,PB210395
SO2103008,I2O0010001,RUBBER O-RING     WA 2020,1,16/03/2021,400,CUSE001,PB210395
SO2103008,I2H0040001,HUB        WA 2961,1,16/03/2021,20300,CUSE001,PB210395
SO2103038,I2B0060005,BLADE         WA 2075C,7,16/03/2021,4800,CUSE001,PB210413
SO2103038,I2D0020005,DISTRIBUTOR   WA 1802D,3,16/03/2021,2000,CUSE001,PB210413
SO2103044,I2D0010001,DIAPHRAGM RUBBER PACKING             WWDO-3CCR,3,16/03/2021,6700,CUSS025,PA210417
SO2103086,I2D0010001,DIAPHRAGM RUBBER PACKING  WWDO-3CCR,2,16/03/2021,6365,CUSK001,PA210447
SO2103163,I1C0160001,CALCIUM CARBONATE,1800,16/03/2021,13,CUSA002,PC210500
SO2103169,I2S0030009,SEAL   WA 1896A,5,16/03/2021,475,CUSK001,PB210503
SO2103185,I2D0020005,DISTRIBUTOR     WA 1802D,12,16/03/2021,2000,CUSO001,PB210515
SO2103185,I2C0060004,CONTROL CAGE     WA 1661F,12,16/03/2021,2100,CUSO001,PB210515
SO2103185,I2B0060005,BLADE     WA 2075C,12,16/03/2021,4800,CUSO001,PB210515
SO2103193,I1C0160001,CALCIUM CARBONATE ,600,16/03/2021,18,CUST007,PC210518
SO2103194,I1C0160001,CALCIUM CARBONATE,75,16/03/2021,18,CUST007,PC210518
SO2103195,I1C0160001,CALCIUM CARBONATE,50,16/03/2021,18,CUST007,PC210518
SO2012022,I200005544,CARTRIDGE ELEMENT   FX3-4070-042-002/103,1,17/03/2021,19500,CUSNO39,PC201464
SO2012076,I2C0060018,CAGE     WA 0476A,4,17/03/2021,7790,CUSM050,PB201504
SO2012076,I2N0020018,NUT       S200 F0091A,6,17/03/2021,2185,CUSM050,PB201504
SO2012076,I2S0070011,SPRING           WA2 010B,40,17/03/2021,1235,CUSM050,PB201504
SO2012076,I2O0010055,Z-RING          9*S64V30(ZF30),8,17/03/2021,285,CUSM050,PB201504
SO2012076,I2D0020008,DISTRIBUTOR   WA 0426B,9,17/03/2021,5700,CUSM050,PB201504
SO2102186,I2S0070011,SPRING    WA2 010B,128,17/03/2021,1235,CUSM050,PB210318
SO2102271,I1S0110004,BRITE SHOT     AZ-12S,600,17/03/2021,250,CUSK007,SZ210081
SO2102281,I2L0010016,TOP LINER     3A7520A0055,2,17/03/2021,7200,CUST136,PB210385
SO2102281,I2S0030009,SEAL     WA 1896A,2,17/03/2021,500,CUST136,PB210385
SO2103200,I2M0020045,CERAMIC MEDIA    V3-T5X5,40,17/03/2021,345,CUSJ011,SS210109
SO2103208,I1C0160001,CALCIUM CARBONATE,500,17/03/2021,18,CUST104,PC210531
SO2101168,I100001904,SURFACE ACTIVE AGENT BINDER  - KKZ01-TH,220,18/03/2021,145,CUSS006,SA210027
SO2101168,I100001905,WATER GLASS BINDER - HMG-05-TH,450,18/03/2021,115,CUSS006,SA210027
SO2103053,I2L0010048,END LINER          WA 2023D,2,18/03/2021,7125,CUSK001,PB210424
SO2103053,I2L0010049,LINER                   WA 2024E,2,18/03/2021,4370,CUSK001,PB210424
SO2103054,I2B0020005,CENTERING BOLT     M16X35(9*B04C16X035H)(12.9),4,18/03/2021,152,CUSK001,PB210424
SO2103054,I2S0170002,SIDE PLATE(WHEEL ASS'Y)   X-30 264,1,18/03/2021,78850,CUSK001,PB210424
SO2103214,I1C0160001,CALCIUM CARBONATE,250,18/03/2021,18,CUSH010,PC210536
SO2008044,I2V0010015,PROPORTIONAL VALVE,1,19/03/2021,83500,CUSA004,PA200877
SO2011159,I2E0050253,PARTS FOR REPLACEMENT OF THE BUSHING FOR ,1,19/03/2021,330000,CUSA004,PA201376
SO2011160,I200005564,ROD               1C3550A2033,1,19/03/2021,79500,CUSA004,PA201376
SO2011163,I2S0180002,SUPPORT                3B6340B2109,1,19/03/2021,40500,CUSA006,PB201378
SO2011163,I2S0200016,SCREEN(GRATE)    3B3160B2037,1,19/03/2021,35000,CUSA006,PB201378
SO2011163,I2L0010920,LINER                      CDB B0909 NO.9,2,19/03/2021,5700,CUSA006,PB201378
SO2012021,I2F0010018,PILOT FILTER(9K90B00039830)     4WRZE(VU-244/0),10,19/03/2021,1140,CUSI003,PA201463
SO2012021,I2F0010017,PILOT FILTER          4WRZ(VUP-172/0),10,19/03/2021,950,CUSI003,PA201463
SO2012026,I2F0010064,ELEMENT RETURN     WRME32R-10P-24F-G L=200,2,19/03/2021,65550,CUSI003,PA201467
SO2012059,I200000719,NYLON VENT    (DIA.30X8H SLIT 0.4MM.)(BLACK),100,19/03/2021,50,CUST054,PA201494
SO2012075,I2C0080100,SHOCK ABSORBER   AA-2X4-F WITH POLY PAD(TANK),2,19/03/2021,124950,CUSI003,PA201503
SO2012121,I200004125,PACKING SET   FOR CJT140-TA100C750B-ADA-KM-20,1,19/03/2021,4000,CUSA022,PB201534
SO2012121,I2S0030753,SEAL KIT   FOR CJT140-TC80C640B-ABA-EKL-2016-745,1,19/03/2021,3700,CUSA022,PB201534
SO2101087,I2P0040032,PULLEY             BE A0419B,2,19/03/2021,14900,CUSE001,PB210054
SO2101095,I200005537,SAND BLAST HOSE               I.D.50.8X5PX1200L,2,19/03/2021,6500,CUSE001,PB210061
SO2101265,I2S0030009,SEAL     WA 1896A,5,19/03/2021,500,CUSO001,PB210170
SO2102216,I1S0110011,STEEL SHOT            S-550,3000,19/03/2021,25,CUST024,SS210071
SO2102232,I2O0010001,RUBBER O-RING        WA 2020,2,19/03/2021,400,CUSA022,PB210351
SO2102232,I2B0060005,BLADE                        WA 2075C,2,19/03/2021,4800,CUSA022,PB210351
SO2102232,I2C0060004,CONTROL CAGE      WA 1661F,2,19/03/2021,2100,CUSA022,PB210351
SO2102232,I2D0020005,DISTRIBUTOR            WA 1802D,2,19/03/2021,2000,CUSA022,PB210351
SO2102232,I2S0030009,SEAL                          WA 1896A,2,19/03/2021,500,CUSA022,PB210351
SO2103021,I2N0030006,NYLON VENT     DIA.25X7H(SLIT:0.40MM.)(WHITE),600,19/03/2021,50,CUST054,PA210403
SO2103049,I2D0010001,DIAPHRAGM RUBBER PACKING     WWDO-3CCR,4,19/03/2021,6700,CUST055,PA210420
SO2103060,I2B0060005,BLADE                      WA 2075C,3,19/03/2021,4320,CUSC028,PB210428
SO2103060,I2C0060005,CONTROL CAGE     WA 1916B,2,19/03/2021,1890,CUSC028,PB210428
SO2103060,I2B0020005,CENTERING BOLT   M16X35(9*B04C16X035H)(12.9),2,19/03/2021,144,CUSC028,PB210428
SO2103060,I2D0020005,DISTRIBUTOR           WA 1802D,2,19/03/2021,1800,CUSC028,PB210428
SO2103060,I2L0010015,END LINER              3A7520A0054,4,19/03/2021,8910,CUSC028,PB210428
SO2103060,I2L0010016,TOP LINER               3A7520A0055,2,19/03/2021,6480,CUSC028,PB210428
SO2103093,I2B0060005,BLADE                      WA 2075C,4,19/03/2021,4800,CUSS025,PB210441
SO2103093,I2D0020005,DISTRIBUTOR          WA 1802D,4,19/03/2021,2000,CUSS025,PB210441
SO2103093,I2C0060004,CONTROL CAGE     WA 1661F,4,19/03/2021,2100,CUSS025,PB210441
SO2103116,I2N0030006,NYLON VENT     DIA.25X7H(SLIT:0.40MM.)(WHITE),200,19/03/2021,50,CUST054,PA210470
SO2103134,I2C0070001,"BACK COVER     3A5550A0004, 3A5550A0005",1,19/03/2021,15700,CUSA022,PB210483
SO2103134,I2S0030010,SEAL                  WA 1897C,1,19/03/2021,730,CUSA022,PB210483
SO2103155,I100002868,STEEL GRIT          G-25(GL-10),500,19/03/2021,50,CUSS054,SS210101
SO2103180,I2D0010002,DIAPHRAGM VALVE     WWDO-3-CCR,1,19/03/2021,57950,CUST055,PA210509
SO2103204,I1S0110008,STEEL SHOT    S-460,2000,19/03/2021,28,CUSU005,SS210110
SO2103212,I2D0010001,DIAPHRAGM RUBBER PACKING     WWDO-3CCR,2,19/03/2021,6365,CUSB009,PA210532
SO2103213,I1G0050003,STEEL GRIT     G-50(GL),250,19/03/2021,43,CUSC001,SS210111
SO2103217,I2L0010015,END LINER    3A7520A0054,8,19/03/2021,9900,CUSO001,PB210539
SO2103217,I2L0010016,TOP LINER     3A7520A0055,4,19/03/2021,7200,CUSO001,PB210539
SO2103235,I200001154,LM GUIDE     9-1805-A375,1,19/03/2021,281000,CUST054,PA210550
SO2012001,I2S0100050,SHAFT A           TS-5081-3011-02,1,22/03/2021,45600,CUSK013,PA201454
SO2012001,I2S0100051,SHAFT B           TS-5081-3021,1,22/03/2021,47025,CUSK013,PA201454
SO2012002,I2L0010106,LINER          1C6300A2779,1,22/03/2021,123300,CUSK013,PA201454
SO2012002,I2G0080064,GUIDE          1C2710A2061,1,22/03/2021,57600,CUSK013,PA201454
SO2012023,I2D0030001,"DUST KEEPER           WA 2491(i,ro)",2,22/03/2021,28500,CUSM050,PB201465
SO2012023,I200005551,BEARING COVER     WA 2485,4,22/03/2021,18715,CUSM050,PB201465
SO2012093,I2P0040120,"PULLEY  MY-B H3448 (i,ro)",1,22/03/2021,22000,CUSS015,PB201515
SO2012104,I2L0010178,LINER    3B7530B0593,1,22/03/2021,2600,CUST027,PB201526
SO2012104,I2B0030112,BRACKET    CDB A0048A,1,22/03/2021,4400,CUST027,PB201526
SO2012132,I2F0010062,ELEMENT RETURN FILTER      G-UL-24A-10U-EVN,2,22/03/2021,5225,CUSK013,PA201541
SO2012147,I2L0010162,LINER    1C6300A3423,1,22/03/2021,37050,CUST055,PA201549
SO2012187,I2G0010018,LEVEL GAUGE    A,1,22/03/2021,27170,CUSB009,PA201573
SO2012203,I2L0010338,LINER                 15 007,2,22/03/2021,3800,CUSU007,PB201584
SO2012226,I2S0200028,SCREEN       VSS T0024,1,22/03/2021,25500,CUSO001,PB201596
SO2012248,I2M0020034,CERAMIC MEDIA          AX-A8X10,40,22/03/2021,220,CUSJ006,SS200419
SO2101025,I100014170,BE BELT ASSEMBLY FOR A3 33531,1,22/03/2021,35000,CUST008,PB210014
SO2101077,I2C0090001,COMMON BED   3A5100A0008,1,22/03/2021,31000,CUSM006,PB210051
SO2101108,I2L0010518,LINER           A3 13740A,1,22/03/2021,7900,CUST008,PB210071
SO2101236,I200003928,DIAPHRAGM VALVE           WWD0-2CCR(9K64A012030),1,22/03/2021,29000,CUSA025,PA210153
SO2102031,I2N0010064,NOZZLE      AB-B A1666,3,22/03/2021,900,CUSS015,PB210206
SO2102051,I2S0020004,SCREW             MIE 0073A,1,22/03/2021,14200,CUSS025,PA210224
SO2102196,I100003297,RY PACKING   9K89A010210(RY-300 AYH-0300002N906),4,22/03/2021,2000,CUST069,PA210326
SO2102260,I200004187,BLADE                     WA 3945(8PCS/SET),4,22/03/2021,6200,CUSN002,PB210372
SO2102260,I2D0020004,DISTRIBUTOR          WA 1730E,3,22/03/2021,2000,CUSN002,PB210372
SO2103024,I1C0160001,CALCIUM CARBONATE,500,22/03/2021,18,CUSM006,PC210406
SO2103042,I2S0030102,SEAL                    A15-0 B0011,4,22/03/2021,5300,CUSS049,PA210415
SO2103042,I2S0030103,SEAL                    1F2300A2008,2,22/03/2021,1000,CUSS049,PA210415
SO2103057,I2L0010015,END LINER        3A7520A0054,7,22/03/2021,9405,CUSK013,PB210425
SO2103071,I2B0060006,BLADE        WA 2077E,10,22/03/2021,5800,CUSS003,PB210436
SO2103089,I2L0010015,END LINER   3A7520A0054,2,22/03/2021,9900,CUST007,PB210449
SO2103089,I2L0010002,LINER            15 003A,2,22/03/2021,3800,CUST007,PB210449
